id,groupname,name,groupphoto,description,photo,brand,available,old,percent,price,stockcode,category,subcategory,colorphoto,highlight,origin,
748,,Jasmine & coco milk deodorant spray 150ml,,,uploads/product/photo/soft&gentle/4.jpg,Soft&gentle,1,39,,39,6300,Deodorant,Women,,,,
749,,Verbena & waterlily deodorant spray 150ml,,,uploads/product/photo/soft&gentle/5.jpg,Soft&gentle,1,39,,39,6301,Deodorant,Women,,,,
750,,Lavender & patchouli roll on 50ml,,,uploads/product/photo/soft&gentle/SG lavender patchouli roll on.jpg,Soft&gentle,1,29,,29,7343,Deodorant,Women,,,,
751,,Wild rose & vanilla roll on 50ml,,,uploads/product/photo/soft&gentle/SG Wild-Rose-Vanilla-Roll-On.jpg,Soft&gentle,1,29,,29,7344,Deodorant,Women,,,,
752,,Orchid & passion flower deodorant spray 250ml,,,uploads/product/photo/soft&gentle/8.jpg,Soft&gentle,1,45,,45,7880,Deodorant,Women,,,,
753,,Lavender & patchouli deodorant spray 250ml,,,uploads/product/photo/soft&gentle/9.jpg,Soft&gentle,1,45,,45,7882,Deodorant,Women,,,,
754,,Wild rose & vanilla deodorant spray 250ml,,,uploads/product/photo/soft&gentle/10.jpg,Soft&gentle,1,45,,45,7881,Deodorant,Women,,,,
755,,Lotus & watermelon deodorant spray 250ml,,,uploads/product/photo/soft&gentle/sglotusbig.jpg,Soft&gentle,1,45,,45,8541,Deodorant,Women,,,,
756,,Hero deodorant spray 200ml,,,uploads/product/photo/FRSH/HERO-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9101,Deodorant,Men,,,,
757,,Macho deodorant spray 200ml,,,uploads/product/photo/FRSH/MACHO-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9104,Deodorant,Men,,,,
758,,Party deodorant spray 200ml,,,uploads/product/photo/FRSH/PARTY-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9100,Deodorant,Men,,,,
759,,Rule deodorant spray 200ml,,,uploads/product/photo/FRSH/RULE-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9106,Deodorant,Men,,,,
760,,Swag deodorant spray 200ml,,,uploads/product/photo/FRSH/SWAG-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9105,Deodorant,Men,,,,
761,,Tiger deodorant spray 200ml,,,uploads/product/photo/FRSH/TIGER-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9099,Deodorant,Men,,,,
762,,Workout deodorant spray 200ml,,,uploads/product/photo/FRSH/WORKOUT-200ML-DEO.jpg,FRSH + Armaf,1,40,,40,9102,Deodorant,Men,,,,
763,,Cotton buds rectangle box 200's,,,uploads/product/photo/femelle/1.jpg,Femelle,1,18,,18,6461,Bath & body,Cotton & swabs,,,,
764,,Cotton buds flip top box 100's,,,uploads/product/photo/femelle/cottonbud100.jpg,Femelle,1,15,,15,6460,Bath & body,Cotton & swabs,,,,
765,,Cotton buds flip top box 200's,,,uploads/product/photo/femelle/2.jpg,Femelle,1,18,,18,6458,Bath & body,Cotton & swabs,,,,
766,,Cotton balls 100's,,,uploads/product/photo/femelle/Femelle cotton-balls.png,Femelle,1,20,,20,6462,Bath & body,Cotton & swabs,,,,
767,,Round cotton pads 100 pads,,,uploads/product/photo/femelle/roundcottonpads.jpg,Femelle,0,30,,30,6463,Bath & body,Cotton & swabs,,,,
768,,Ultra soft cotton buds 100pcs,,,uploads/product/photo/bonus/cottonbudpacket100.jpg,Bonus,0,7,,7,8111,Bath & body,Cotton & swabs,,,,
769,,Ultra soft cotton buds 200pcs,,,uploads/product/photo/bonus/cottonbudpacket200.jpg,Bonus,0,11,,11,8112,Bath & body,Cotton & swabs,,,,
770,,Mini cotton buds 100pcs,,,uploads/product/photo/bonus/Bonus mini cotton bud 100s.JPG,Bonus,1,8,,8,8154,Bath & body,Cotton & swabs,,,,
771,,Spiral cotton buds 100pcs,,,uploads/product/photo/bonus/cottonbud100s.JPG,Bonus,0,12,,12,8108,Bath & body,Cotton & swabs,,,,
772,,Ultra soft cotton buds flip top box 200pcs ,,,uploads/product/photo/bonus/cottonbud200s.JPG,Bonus,0,14,,14,8109,Bath & body,Cotton & swabs,,,,
773,,Cotton buds box 220pcs ,,,uploads/product/photo/bonus/cottonbudbox220.JPG,Bonus,0,17,,17,8110,Bath & body,Cotton & swabs,,,,
774,,Round cotton pads 80pads,,,uploads/product/photo/bonus/1.jpg,Bonus,0,20,,20,7950,Bath & body,Cotton & swabs,,,,
775,,Pure cotton pads 50pads,,,uploads/product/photo/bonus/cottonpads50s.jpeg,Bonus,1,16,,16,8042,Bath & body,Cotton & swabs,,,,
776,,Pure cotton pads 100pads,,,uploads/product/photo/bonus/2.jpg,Bonus,0,22,,22,7951,Bath & body,Cotton & swabs,,,,
777,,No.92 pure wata unbleached cotton pads 80s,,,uploads/product/photo/Rii/Rii 92 cotton pads 80 s.jpg,Rii,1,68,,68,8694,Bath & body,Cotton & swabs,,,,
778,Bamboo toothbrush,Regular,uploads/product/photo/FORAMEN/Bamboo/sensor main.jpg,,uploads/product/photo/FORAMEN/Bamboo/sensor 2.jpg,Foramen,1,25,,25,9132,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Brush.png,,ES,
779,Bamboo toothbrush,Charcoal,uploads/product/photo/FORAMEN/Bamboo/sensor main.jpg,,uploads/product/photo/FORAMEN/Bamboo/bamboo-ch-final 2.jpg,Foramen,1,25,,25,9133,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Charcoal.png,,ES,
780,Adapta,Soft,uploads/product/photo/FORAMEN/adapta/adapta_0.jpg,,uploads/product/photo/FORAMEN/adapta/adapta_2 Soft.jpg,Foramen,1,27,,27,297,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
781,Adapta,Medium,uploads/product/photo/FORAMEN/adapta/adapta_0.jpg,,uploads/product/photo/FORAMEN/adapta/adapta_2 Medium.jpg,Foramen,1,27,,27,298,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
782,Adapta,Hard,uploads/product/photo/FORAMEN/adapta/adapta_0.jpg,,uploads/product/photo/FORAMEN/adapta/adapta_2 Hard.jpg,Foramen,1,27,,27,294,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB hard.png,,ES,
783,F-expert 3,Soft,uploads/product/photo/FORAMEN/Expert 3/expert3-0.jpg,,uploads/product/photo/FORAMEN/Expert 3/expert3-2 Soft.jpg,Foramen,1,25,,25,7467,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
784,F-expert 3,Soft / 2s,uploads/product/photo/FORAMEN/Expert 3/expert3-0.jpg,,uploads/product/photo/FORAMEN/Expert 3/expert3-2 Soft2s.jpg,Foramen,1,33,,33,3449,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
785,F-expert 3,Medium,uploads/product/photo/FORAMEN/Expert 3/expert3-0.jpg,,uploads/product/photo/FORAMEN/Expert 3/expert3-2 Medium.jpg,Foramen,1,25,,25,3050,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
786,F-expert 3,Medium / 2s,uploads/product/photo/FORAMEN/Expert 3/expert3-0.jpg,,uploads/product/photo/FORAMEN/Expert 3/expert3-2 Medium2s.jpg,Foramen,1,33,,33,7468,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
787,F-expert 3,Hard,uploads/product/photo/FORAMEN/Expert 3/expert3-0.jpg,,uploads/product/photo/FORAMEN/Expert 3/expert3-2 Hard.jpg,Foramen,1,25,,25,2815,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB hard.png,,ES,
788,F-expert 3,Hard / 2s,uploads/product/photo/FORAMEN/Expert 3/expert3-0.jpg,,uploads/product/photo/FORAMEN/Expert 3/expert3-2 Hard2s.jpg,Foramen,1,33,,33,9127,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB hard.png,,ES,
789,F-6,Soft,uploads/product/photo/FORAMEN/F-6/f6-0-0.jpg,,uploads/product/photo/FORAMEN/F-6/f6-2 Soft.jpg,Foramen,1,21,,21,7474,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
790,F-6,Medium,uploads/product/photo/FORAMEN/F-6/f6-0-0.jpg,,uploads/product/photo/FORAMEN/F-6/f6-2 Medium.jpg,Foramen,1,21,,21,7475,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
791,F-6,Hard,uploads/product/photo/FORAMEN/F-6/f6-0-0.jpg,,uploads/product/photo/FORAMEN/F-6/f6-2 Hard.jpg,Foramen,1,21,,21,288,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB hard.png,,ES,
792,F-6 maxi,Soft,uploads/product/photo/FORAMEN/F-6 max/f6-maixi-0.jpg,,uploads/product/photo/FORAMEN/F-6 max/f6-maixi-2 Soft.jpg,Foramen,1,22,,22,291,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
793,F-6 maxi,Medium,uploads/product/photo/FORAMEN/F-6 max/f6-maixi-0.jpg,,uploads/product/photo/FORAMEN/F-6 max/f6-maixi-2 Medium.jpg,Foramen,1,22,,22,7476,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
794,F-29,Brackets,uploads/product/photo/FORAMEN/F-29/f29_11.jpg,,uploads/product/photo/FORAMEN/F-29/f29_2 Brackets.jpg,Foramen,1,25,,25,9139,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB brackets.png,,ES,
795,F-30,Tynax soft,uploads/product/photo/FORAMEN/30/foramen-30-0.jpg,,uploads/product/photo/FORAMEN/30/foramen-30-2 T Soft.jpg,Foramen,1,26,,26,9128,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Tynax Soft.png,,ES,
796,F-30,Tynax medium,uploads/product/photo/FORAMEN/30/foramen-30-0.jpg,,uploads/product/photo/FORAMEN/30/foramen-30-2 T Medium.jpg,Foramen,1,26,,26,295,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Tynax Medium.png,,ES,
797,F-30,Tynax hard,uploads/product/photo/FORAMEN/30/foramen-30-0.jpg,,uploads/product/photo/FORAMEN/30/foramen-30-2 T Hard.jpg,Foramen,1,26,,26,7466,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Tynax Hard.png,,ES,
798,F-92 clinic ,Extra soft,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Extra soft.jpg,Foramen,1,24,,24,2190,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB extra soft.png,,ES,
799,F-92 clinic ,Soft,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Soft.jpg,Foramen,1,24,,24,4776,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
800,F-92 clinic ,Soft / 2s,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Soft2s.jpg,Foramen,1,35,,35,9129,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
801,F-92 clinic ,Medium,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Medium.jpg,Foramen,1,24,,24,292,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
802,F-92 clinic ,Medium / 2s,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Medium2s.jpg,Foramen,1,35,,35,9130,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
803,F-92 clinic ,Hard,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Hard.jpg,Foramen,1,24,,24,289,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB hard.png,,ES,
804,F-92 clinic ,Hard / 2s,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-0-0.jpg,,uploads/product/photo/FORAMEN/f-92 clinic/92clinic-2 Hard2s.jpg,Foramen,1,35,,35,9131,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB hard.png,,ES,
805,F-expert professional,Soft,uploads/product/photo/FORAMEN/expert pro/expert-pro-0.jpg,,uploads/product/photo/FORAMEN/expert pro/expert-pro-2 soft.jpg,Foramen,1,24,,24,7469,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
806,F-expert professional,Medium,uploads/product/photo/FORAMEN/expert pro/expert-pro-0.jpg,,uploads/product/photo/FORAMEN/expert pro/expert-pro-2 medium.jpg,Foramen,1,24,,24,7470,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
807,F-charcoal,Charcoal,uploads/product/photo/FORAMEN/Charcoal toothbrush/charcoal-jpg-1.jpg,,uploads/product/photo/FORAMEN/Charcoal toothbrush/charcoal-jpg-2.jpg,Foramen,1,26,,26,7571,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Charcoal.png,,ES,
808,Dual flexi,Soft,uploads/product/photo/FORAMEN/Dual flexi/dual-0.jpg,,uploads/product/photo/FORAMEN/Dual flexi/dual-2 Soft.jpg,Foramen,1,25,,25,7477,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
809,Dual flexi,Medium,uploads/product/photo/FORAMEN/Dual flexi/dual-0.jpg,,uploads/product/photo/FORAMEN/Dual flexi/dual-2 Medium.jpg,Foramen,1,25,,25,3450,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
810,Professional RS6 electric rechargable,Toothbrush,uploads/product/photo/FORAMEN/professional electric RS6/RS6.jpg,,uploads/product/photo/FORAMEN/professional electric RS6/RS6 2.png,Foramen,1,590,,590,9149,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Brush.png,,ES,
811,Replaceable heads for RS6 electric toothbrush s'2,Toothbrush,uploads/product/photo/FORAMEN/Replaceable heads/Main.jpg,,uploads/product/photo/FORAMEN/Replaceable heads/Product.jpg,Foramen,1,75,,75,9150,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Brush.png,,ES,
812,Whitening toothbrush,Medium,uploads/product/photo/FORAMEN/white/White-1.jpg,,uploads/product/photo/FORAMEN/white/White-2.jpg,Foramen,1,26,,26,2817,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Brush.png,,ES,
813,Pharma antiplaca,Soft,uploads/product/photo/FORAMEN/pharma line/anti placa/antiplaca main.jpg,,uploads/product/photo/FORAMEN/pharma line/anti placa/antiplaca2 Soft.jpg,Foramen,1,35,,35,9135,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB soft.png,,ES,
814,Pharma antiplaca,Medium,uploads/product/photo/FORAMEN/pharma line/anti placa/antiplaca main.jpg,,uploads/product/photo/FORAMEN/pharma line/anti placa/antiplaca2 Medium.jpg,Foramen,1,35,,35,9134,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Medium.png,,ES,
815,Pharma orthodontic brackets toothbrush,Brackets,uploads/product/photo/FORAMEN/pharma line/Orthodoncias brackets/pharma-ortodoncias-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Orthodoncias brackets/pharma-ortodoncias-in 1.jpg,Foramen,1,35,,35,9137,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB brackets.png,,ES,
816,Pharma post-operative care,Toothbrush,uploads/product/photo/FORAMEN/pharma line/Post-operative care/postoperatorio_in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Post-operative care/postoperatorio_in 1.jpg,Foramen,1,35,,35,9136,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/Brush.png,,ES,
817,Pharma Sensibles hypersensitivity toothbrush,Extra soft,uploads/product/photo/FORAMEN/pharma line/sensibles extra soft/pharma-sensibles-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/sensibles extra soft/pharma-sensibles-in 1.jpg,Foramen,1,35,,35,7570,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB extra soft.png,,ES,
818,Pharma Sensor toothbrush,Ultra thin,uploads/product/photo/FORAMEN/pharma line/Sensor ultra thin/pharma-sensor-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Sensor ultra thin/pharma-sensor-in 1.jpg,Foramen,1,35,,35,7569,Oral care,Tooth brush,uploads/product/photo/FORAMEN/Buttons/TB Ultra thin.png,,ES,
819,Pharma straight shape interdental brushes,Micro,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in Micro.jpg,Foramen,1,58,,58,9144,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Micro.png,,ES,
820,Pharma straight shape interdental brushes,Ultra thin,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in Ultrathin.jpg,Foramen,1,58,,58,9145,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Ultra thin.png,,ES,
821,Pharma straight shape interdental brushes,Extra thin,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in Extrathin.jpg,Foramen,1,58,,58,9143,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Extra thin.png,,ES,
822,Pharma straight shape interdental brushes,Thin,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Straight shape interdental brushes/interdentales-2-in Thin.jpg,Foramen,1,58,,58,9142,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Thin.png,,ES,
823,2 in 1 charcoal toothpaste,Charcoal,uploads/product/photo/FORAMEN/2 in 1 charcoal/Charcoal-imagen-destacada main.jpg,,uploads/product/photo/FORAMEN/2 in 1 charcoal/Charcoal-imagen-destacada 2.jpg,Foramen,1,42,,42,9160,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Charcoal.png,,ES,
824,2 in 1 herbal aloe,Toothpaste,uploads/product/photo/FORAMEN/2 in 1 Herbal aloe/herbal-aloe-2en1-in main.jpg,,uploads/product/photo/FORAMEN/2 in 1 Herbal aloe/herbal-aloe-2en1-in 2.jpg,Foramen,1,42,,42,7482,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
825,2 in 1 whitening,Toothpaste,uploads/product/photo/FORAMEN/2 in 1 whitening/blanqueador-in main.jpg,,uploads/product/photo/FORAMEN/2 in 1 whitening/blanqueador-in 2.jpg,Foramen,1,42,,42,7480,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
826,Charcoal toothpaste,Charcoal,uploads/product/photo/FORAMEN/Charcoal Toothpaste/imagen-destacada-charcoal-2.jpg,,uploads/product/photo/FORAMEN/Charcoal Toothpaste/imagen-destacada-charcoal-22.jpg,Foramen,1,37,,37,7479,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Charcoal.png,,ES,
827,Gel fresh ,Toothpaste,uploads/product/photo/FORAMEN/Gel fresh toothpaste/gel_fresh-0.jpg,,uploads/product/photo/FORAMEN/Gel fresh toothpaste/gel_fresh-02.jpg,Foramen,1,35,,35,3306,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
828,Herbal aloe triple action,Toothpaste,uploads/product/photo/FORAMEN/Herbal aloe TA toothpaste/ficha-aloe-eng.jpg,,uploads/product/photo/FORAMEN/Herbal aloe TA toothpaste/ficha-aloe-eng 2.jpg,Foramen,1,38,,38,9154,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
829,Repair and protect,Toothpaste,uploads/product/photo/FORAMEN/Repair and protect toothpaste/Desctaca-ENG-repara-y-protege.jpg,,uploads/product/photo/FORAMEN/Repair and protect toothpaste/Desctaca-ENG-repara-y-protege 2.jpg,Foramen,1,45,,45,7485,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
830,Sensitive teeth + whitening,Toothpaste,uploads/product/photo/FORAMEN/Sensitive teeth whitening toothpaste/Destacada-ENG-Sensible.jpg,,uploads/product/photo/FORAMEN/Sensitive teeth whitening toothpaste/Destacada-ENG-Sensible 2.jpg,Foramen,1,35,,35,285,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
831,Whitening paste,Toothpaste,uploads/product/photo/FORAMEN/Whitening toothpaste/ficha-blanqueador-eng.jpg,,uploads/product/photo/FORAMEN/Whitening toothpaste/ficha-blanqueador-eng 2.jpg,Foramen,1,35,,35,280,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
832,Dental gel with chlorhexidine,Toothpaste,uploads/product/photo/FORAMEN/Dental gel TP/Main.jpg,,uploads/product/photo/FORAMEN/Dental gel TP/Product.jpg,Foramen,1,45,,45,9157,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
833,Repairing Gel,Toothpaste,uploads/product/photo/FORAMEN/Repairing gel/Main.jpg,,uploads/product/photo/FORAMEN/Repairing gel/Product.jpg,Foramen,1,45,,45,9159,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
834,Antiseptic 500ml,Mouth wash,uploads/product/photo/FORAMEN/mouth wash/antiseptic/antiseptico-in.jpg,,uploads/product/photo/FORAMEN/mouth wash/antiseptic/antiseptic 2.jpg,Foramen,1,56,,56,9162,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
835,Overnight protection 500ml,Mouth wash,uploads/product/photo/FORAMEN/mouth wash/overnight protection/Noche-EN.jpg,,uploads/product/photo/FORAMEN/mouth wash/overnight protection/fichas-enjuag-noche_en.jpg,Foramen,1,56,,56,9163,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
836,Protection 500ml,Mouth wash,uploads/product/photo/FORAMEN/mouth wash/protection/Proteccion-EN.jpg,,uploads/product/photo/FORAMEN/mouth wash/protection/fichas-enjuag-proteccion-EN-FR.jpg,Foramen,1,56,,56,9166,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
837,Sensitive teeth 250ml,Mouth wash,uploads/product/photo/FORAMEN/mouth wash/sensitive teeth/Sensibles-EN.jpg,,uploads/product/photo/FORAMEN/mouth wash/sensitive teeth/fichas-enjuag-sensibles-EN.jpg,Foramen,1,49,,49,276,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
838,Total action 500ml,Mouth wash,uploads/product/photo/FORAMEN/mouth wash/total action/accion-total-in.jpg,,uploads/product/photo/FORAMEN/mouth wash/total action/total action 01.jpg,Foramen,1,56,,56,9165,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
839,Whitening 500ml,Mouth wash,uploads/product/photo/FORAMEN/mouth wash/whitening/Destacada-Whitening.jpg,,uploads/product/photo/FORAMEN/mouth wash/whitening/fichas-enjuag-white.jpg,Foramen,1,56,,56,9164,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
840,Hyaluronic post-surgery 250ml,Mouth wash,uploads/product/photo/FORAMEN/pharma line/hyaluronic post surgery mouthwash/Imagen-portada-HYL-en main.jpg,,uploads/product/photo/FORAMEN/pharma line/hyaluronic post surgery mouthwash/Imagen-portada-HYL-en 2.jpg,Foramen,1,85,,85,9161,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
841,Always white whitening pen,Toothpaste,uploads/product/photo/FORAMEN/Whitening pen/Main.jpg,,uploads/product/photo/FORAMEN/Whitening pen/Product.jpg,Foramen,1,65,,65,9156,Oral care,Tooth paste,uploads/product/photo/FORAMEN/Buttons/Paste.png,,ES,
842,Tongue cleaner,Double Face,uploads/product/photo/FORAMEN/tongue cleaner/ficha-limpiador-lingual-eng (1).jpg,,uploads/product/photo/FORAMEN/tongue cleaner/limpiador-lengua.jpg,Foramen,0,20,,20,9141,Oral care,Mouth wash,uploads/product/photo/FORAMEN/Buttons/Mouthwash.png,,ES,
843,Ultra fresh 15ml,Breath spray,uploads/product/photo/FORAMEN/pharma line/Breath spray/spray-bucal-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Breath spray/spray-bucal-in 1.jpg,Foramen,1,55,,55,9153,Oral care,Mouth spray,uploads/product/photo/FORAMEN/Buttons/Breath spray.png,,ES,
844,Pharama interdental rubber picks 30s,Regular,uploads/product/photo/FORAMEN/pharma line/Rubber picks/interdentales-en main.jpg,,uploads/product/photo/FORAMEN/pharma line/Rubber picks/interdentales-en 1.jpg,Foramen,1,48,,48,9152,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Regular.png,,ES,
845,Dental floss sticks 30s,Floss,uploads/product/photo/FORAMEN/pharma line/dental floss sticks/ARCOS-ENG main.jpg,,uploads/product/photo/FORAMEN/pharma line/dental floss sticks/ARCOS-ENG 1.jpg,Foramen,1,25,,25,7573,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Floss.png,,ES,
846,Dental floss sticks with charcoal 30s,Floss,uploads/product/photo/FORAMEN/pharma line/Dental floss sticks with charcoal/ARCOS-CARBON-ENG main.jpg,,uploads/product/photo/FORAMEN/pharma line/Dental floss sticks with charcoal/ARCOS-CARBON-ENG 1.jpg,Foramen,1,28,,28,9151,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Floss.png,,ES,
847,Dental floss mint and flouride with aloe vera 50m,Floss,uploads/product/photo/FORAMEN/pharma line/Dental floss w aloevera/hilo-dental-in-noalcohol main.jpg,,uploads/product/photo/FORAMEN/pharma line/Dental floss w aloevera/hilo-dental-in-noalcohol 2.jpg,Foramen,1,38,,38,3447,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Floss.png,,ES,
848,Dental tape 25m,Floss,uploads/product/photo/FORAMEN/pharma line/Dental tape/cinta-dental-in main.jpg,,uploads/product/photo/FORAMEN/pharma line/Dental tape/cinta-dental-in 2.jpg,Foramen,1,38,,38,9147,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Floss.png,,ES,
849,Pharma dental super floss with micro filaments,Floss,uploads/product/photo/FORAMEN/dental super floss/ficha-seda-dental-in.jpg,,uploads/product/photo/FORAMEN/dental super floss/ficha-seda-dental-in 2.jpg,Foramen,1,38,,38,9146,Oral care,Floss & picks,uploads/product/photo/FORAMEN/Buttons/Floss.png,,ES,
